"Step","conbandit_combi1_0__5820__2025-06-17_16-53 - exploration_rate","conbandit_combi1_0__5820__2025-06-17_16-53 - exploration_rate__MIN","conbandit_combi1_0__5820__2025-06-17_16-53 - exploration_rate__MAX","conbandit_combi1_0__7324__2025-06-17_16-52 - exploration_rate","conbandit_combi1_0__7324__2025-06-17_16-52 - exploration_rate__MIN","conbandit_combi1_0__7324__2025-06-17_16-52 - exploration_rate__MAX","conbandit_combi1_0__6341__2025-06-17_16-51 - exploration_rate","conbandit_combi1_0__6341__2025-06-17_16-51 - exploration_rate__MIN","conbandit_combi1_0__6341__2025-06-17_16-51 - exploration_rate__MAX"
"1496","0.0057309233473205635","0.0057309233473205635","0.0057309233473205635","0","0","0","0.00577636061366498","0.00577636061366498","0.00577636061366498"
"1497","0.005713730577278602","0.005713730577278602","0.005713730577278602","0","0","0","0.005759031531823985","0.005759031531823985","0.005759031531823985"
"1498","0.005696589385546766","0.005696589385546766","0.005696589385546766","0","0","0","0.005741754437228514","0.005741754437228514","0.005741754437228514"
"1499","0.005679499617390125","0.005679499617390125","0.005679499617390125","0","0","0","0.005724529173916828","0.005724529173916828","0.005724529173916828"
"1500","0.005662461118537955","0.005662461118537955","0.005662461118537955","0","0","0","0.005707355586395077","0.005707355586395077","0.005707355586395077"
"1501","0.005645473735182341","0.005645473735182341","0.005645473735182341","0","0","0","0.005690233519635892","0.005690233519635892","0.005690233519635892"
"1502","0.005628537313976794","0.005628537313976794","0.005628537313976794","0","0","0","0.005673162819076984","0.005673162819076984","0.005673162819076984"
"1503","0.005611651702034863","0.005611651702034863","0.005611651702034863","0","0","0","0.005656143330619753","0.005656143330619753","0.005656143330619753"
"1504","0.005594816746928758","0.005594816746928758","0.005594816746928758","0","0","0","0.005639174900627894","0.005639174900627894","0.005639174900627894"
"1505","0.005578032296687972","0.005578032296687972","0.005578032296687972","0","0","0","0.00562225737592601","0.00562225737592601","0.00562225737592601"
"1506","0.005561298199797908","0.005561298199797908","0.005561298199797908","0","0","0","0.005605390603798232","0.005605390603798232","0.005605390603798232"
"1507","0.005544614305198515","0.005544614305198515","0.005544614305198515","0","0","0","0.005588574431986838","0.005588574431986838","0.005588574431986838"
"1508","0.0055279804622829195","0.0055279804622829195","0.0055279804622829195","0","0","0","0.005571808708690877","0.005571808708690877","0.005571808708690877"
"1509","0.005511396520896071","0.005511396520896071","0.005511396520896071","0","0","0","0.0055550932825648046","0.0055550932825648046","0.0055550932825648046"
"1510","0.005494862331333383","0.005494862331333383","0.005494862331333383","0","0","0","0.00553842800271711","0.00553842800271711","0.00553842800271711"
"1511","0.005478377744339383","0.005478377744339383","0.005478377744339383","0","0","0","0.005521812718708959","0.005521812718708959","0.005521812718708959"
"1512","0.005461942611106365","0.005461942611106365","0.005461942611106365","0","0","0","0.005505247280552832","0.005505247280552832","0.005505247280552832"
"1513","0.005445556783273046","0.005445556783273046","0.005445556783273046","0","0","0","0.005488731538711174","0.005488731538711174","0.005488731538711174"
"1514","0.0054292201129232266","0.0054292201129232266","0.0054292201129232266","0","0","0","0.00547226534409504","0.00547226534409504","0.00547226534409504"
"1515","0.0054129324525844565","0.0054129324525844565","0.0054129324525844565","0","0","0","0.005455848548062755","0.005455848548062755","0.005455848548062755"
"1516","0.005396693655226703","0.005396693655226703","0.005396693655226703","0","0","0","0.0054394810024185666","0.0054394810024185666","0.0054394810024185666"
"1517","0.0053805035742610224","0.0053805035742610224","0.0053805035742610224","0","0","0","0.005423162559411311","0.005423162559411311","0.005423162559411311"
"1518","0.005364362063538239","0.005364362063538239","0.005364362063538239","0","0","0","0.005406893071733077","0.005406893071733077","0.005406893071733077"
"1519","0.0053482689773476245","0.0053482689773476245","0.0053482689773476245","0","0","0","0.005390672392517878","0.005390672392517878","0.005390672392517878"
"1520","0.005332224170415582","0.005332224170415582","0.005332224170415582","0","0","0","0.005374500375340324","0.005374500375340324","0.005374500375340324"
"1521","0.005316227497904335","0.005316227497904335","0.005316227497904335","0","0","0","0.005358376874214303","0.005358376874214303","0.005358376874214303"
"1522","0.005300278815410622","0.005300278815410622","0.005300278815410622","0","0","0","0.00534230174359166","0.00534230174359166","0.00534230174359166"
"1523","0.00528437797896439","0.00528437797896439","0.00528437797896439","0","0","0","0.005326274838360886","0.005326274838360886","0.005326274838360886"
"1524","0.005268524845027497","0.005268524845027497","0.005268524845027497","0","0","0","0.005310296013845803","0.005310296013845803","0.005310296013845803"
"1525","0.005252719270492414","0.005252719270492414","0.005252719270492414","0","0","0","0.005294365125804265","0.005294365125804265","0.005294365125804265"
"1526","0.0052369611126809375","0.0052369611126809375","0.0052369611126809375","0","0","0","0.005278482030426852","0.005278482030426852","0.005278482030426852"
"1527","0.005221250229342895","0.005221250229342895","0.005221250229342895","0","0","0","0.005262646584335571","0.005262646584335571","0.005262646584335571"
"1528","0.005205586478654866","0.005205586478654866","0.005205586478654866","0","0","0","0.0052468586445825645","0.0052468586445825645","0.0052468586445825645"
"1529","0.0051899697192189015","0.0051899697192189015","0.0051899697192189015","0","0","0","0.0052311180686488165","0.0052311180686488165","0.0052311180686488165"
"1530","0.005174399810061244","0.005174399810061244","0.005174399810061244","0","0","0","0.00521542471444287","0.00521542471444287","0.00521542471444287"
"1531","0.00515887661063106","0.00515887661063106","0.00515887661063106","0","0","0","0.005199778440299541","0.005199778440299541","0.005199778440299541"
"1532","0.005143399980799167","0.005143399980799167","0.005143399980799167","0","0","0","0.005184179104978643","0.005184179104978643","0.005184179104978643"
"1533","0.0051279697808567695","0.0051279697808567695","0.0051279697808567695","0","0","0","0.005168626567663707","0.005168626567663707","0.005168626567663707"
"1534","0.005112585871514199","0.005112585871514199","0.005112585871514199","0","0","0","0.005153120687960716","0.005153120687960716","0.005153120687960716"
"1535","0.005097248113899656","0.005097248113899656","0.005097248113899656","0","0","0","0.005137661325896834","0.005137661325896834","0.005137661325896834"
"1536","0.005081956369557957","0.005081956369557957","0.005081956369557957","0","0","0","0.005122248341919143","0.005122248341919143","0.005122248341919143"
"1537","0.005066710500449283","0.005066710500449283","0.005066710500449283","0","0","0","0.005106881596893386","0.005106881596893386","0.005106881596893386"
"1538","0.005051510368947935","0.005051510368947935","0.005051510368947935","0","0","0","0.005091560952102706","0.005091560952102706","0.005091560952102706"
"1539","0.005036355837841091","0.005036355837841091","0.005036355837841091","0","0","0","0.005076286269246398","0.005076286269246398","0.005076286269246398"
"1540","0.005021246770327567","0.005021246770327567","0.005021246770327567","0","0","0","0.005061057410438659","0.005061057410438659","0.005061057410438659"
"1541","0.005006183030016585","0.005006183030016585","0.005006183030016585","0","0","0","0.005045874238207342","0.005045874238207342","0.005045874238207342"
"1542","0.004991164480926535","0.004991164480926535","0.004991164480926535","0","0","0","0.00503073661549272","0.00503073661549272","0.00503073661549272"
"1543","0.0049761909874837555","0.0049761909874837555","0.0049761909874837555","0","0","0","0.005015644405646242","0.005015644405646242","0.005015644405646242"
"1544","0.004961262414521305","0.004961262414521305","0.004961262414521305","0","0","0","0.005000597472429303","0.005000597472429303","0.005000597472429303"
"1545","0.004946378627277741","0.004946378627277741","0.004946378627277741","0","0","0","0.004985595680012015","0.004985595680012015","0.004985595680012015"
"1546","0.004931539491395907","0.004931539491395907","0.004931539491395907","0","0","0","0.004970638892971979","0.004970638892971979","0.004970638892971979"
"1547","0.004916744872921719","0.004916744872921719","0.004916744872921719","0","0","0","0.004955726976293063","0.004955726976293063","0.004955726976293063"
"1548","0.004901994638302954","0.004901994638302954","0.004901994638302954","0","0","0","0.004940859795364183","0.004940859795364183","0.004940859795364183"
"1549","0.004887288654388045","0.004887288654388045","0.004887288654388045","0","0","0","0.004926037215978091","0.004926037215978091","0.004926037215978091"
"1550","0.004872626788424881","0.004872626788424881","0.004872626788424881","0","0","0","0.004911259104330157","0.004911259104330157","0.004911259104330157"
"1551","0.004858008908059606","0.004858008908059606","0.004858008908059606","0","0","0","0.0048965253270171665","0.0048965253270171665","0.0048965253270171665"
"1552","0.004843434881335427","0.004843434881335427","0.004843434881335427","0","0","0","0.0048818357510361145","0.0048818357510361145","0.0048818357510361145"
"1553","0.0048289045766914205","0.0048289045766914205","0.0048289045766914205","0","0","0","0.004867190243783006","0.004867190243783006","0.004867190243783006"
"1554","0.004814417862961346","0.004814417862961346","0.004814417862961346","0","0","0","0.0048525886730516575","0.0048525886730516575","0.0048525886730516575"
"1555","0.0047999746093724625","0.0047999746093724625","0.0047999746093724625","0","0","0","0.004838030907032502","0.004838030907032502","0.004838030907032502"
"1556","0.004785574685544345","0.004785574685544345","0.004785574685544345","0","0","0","0.004823516814311405","0.004823516814311405","0.004823516814311405"
"1557","0.004771217961487712","0.004771217961487712","0.004771217961487712","0","0","0","0.0048090462638684705","0.0048090462638684705","0.0048090462638684705"
"1558","0.004756904307603249","0.004756904307603249","0.004756904307603249","0","0","0","0.004794619125076865","0.004794619125076865","0.004794619125076865"
"1559","0.004742633594680439","0.004742633594680439","0.004742633594680439","0","0","0","0.004780235267701634","0.004780235267701634","0.004780235267701634"
"1560","0.004728405693896398","0.004728405693896398","0.004728405693896398","0","0","0","0.004765894561898529","0.004765894561898529","0.004765894561898529"
"1561","0.004714220476814708","0.004714220476814708","0.004714220476814708","0","0","0","0.0047515968782128335","0.0047515968782128335","0.0047515968782128335"
"1562","0.004700077815384264","0.004700077815384264","0.004700077815384264","0","0","0","0.004737342087578195","0.004737342087578195","0.004737342087578195"
"1563","0.0046859775819381114","0.0046859775819381114","0.0046859775819381114","0","0","0","0.00472313006131546","0.00472313006131546","0.00472313006131546"
"1564","0.004671919649192297","0.004671919649192297","0.004671919649192297","0","0","0","0.004708960671131514","0.004708960671131514","0.004708960671131514"
"1565","0.0046579038902447205","0.0046579038902447205","0.0046579038902447205","0","0","0","0.00469483378911812","0.00469483378911812","0.00469483378911812"
"1566","0.004643930178573986","0.004643930178573986","0.004643930178573986","0","0","0","0.004680749287750766","0.004680749287750766","0.004680749287750766"
"1567","0.0046299983880382645","0.0046299983880382645","0.0046299983880382645","0","0","0","0.004666707039887513","0.004666707039887513","0.004666707039887513"
"1568","0.00461610839287415","0.00461610839287415","0.00461610839287415","0","0","0","0.004652706918767851","0.004652706918767851","0.004652706918767851"
"1569","0.0046022600676955275","0.0046022600676955275","0.0046022600676955275","0","0","0","0.004638748798011547","0.004638748798011547","0.004638748798011547"
"1570","0.004588453287492441","0.004588453287492441","0.004588453287492441","0","0","0","0.004624832551617513","0.004624832551617513","0.004624832551617513"
"1571","0.004574687927629963","0.004574687927629963","0.004574687927629963","0","0","0","0.00461095805396266","0.00461095805396266","0.00461095805396266"
"1572","0.004560963863847073","0.004560963863847073","0.004560963863847073","0","0","0","0.004597125179800772","0.004597125179800772","0.004597125179800772"
"1573","0.004547280972255532","0.004547280972255532","0.004547280972255532","0","0","0","0.0045833338042613695","0.0045833338042613695","0.0045833338042613695"
"1574","0.004533639129338765","0.004533639129338765","0.004533639129338765","0","0","0","0.004569583802848586","0.004569583802848586","0.004569583802848586"
"1575","0.004520038211950749","0.004520038211950749","0.004520038211950749","0","0","0","0.00455587505144004","0.00455587505144004","0.00455587505144004"
"1576","0.004506478097314897","0.004506478097314897","0.004506478097314897","0","0","0","0.00454220742628572","0.00454220742628572","0.00454220742628572"
"1577","0.0044929586630229525","0.0044929586630229525","0.0044929586630229525","0","0","0","0.004528580804006863","0.004528580804006863","0.004528580804006863"
"1578","0.004479479787033884","0.004479479787033884","0.004479479787033884","0","0","0","0.004514995061594842","0.004514995061594842","0.004514995061594842"
"1579","0.0044660413476727825","0.0044660413476727825","0.0044660413476727825","0","0","0","0.004501450076410058","0.004501450076410058","0.004501450076410058"
"1580","0.004452643223629764","0.004452643223629764","0.004452643223629764","0","0","0","0.004487945726180827","0.004487945726180827","0.004487945726180827"
"1581","0.004439285293958875","0.004439285293958875","0.004439285293958875","0","0","0","0.004474481889002285","0.004474481889002285","0.004474481889002285"
"1582","0.0044259674380769986","0.0044259674380769986","0.0044259674380769986","0","0","0","0.004461058443335278","0.004461058443335278","0.004461058443335278"
"1583","0.0044126895357627675","0.0044126895357627675","0.0044126895357627675","0","0","0","0.0044476752680052715","0.0044476752680052715","0.0044476752680052715"
"1584","0.004399451467155479","0.004399451467155479","0.004399451467155479","0","0","0","0.004434332242201256","0.004434332242201256","0.004434332242201256"
"1585","0.004386253112754012","0.004386253112754012","0.004386253112754012","0","0","0","0.004421029245474652","0.004421029245474652","0.004421029245474652"
"1586","0.004373094353415751","0.004373094353415751","0.004373094353415751","0","0","0","0.0044077661577382275","0.0044077661577382275","0.0044077661577382275"
"1587","0.004359975070355504","0.004359975070355504","0.004359975070355504","0","0","0","0.004394542859265013","0.004394542859265013","0.004394542859265013"
"1588","0.004346895145144437","0.004346895145144437","0.004346895145144437","0","0","0","0.004381359230687218","0.004381359230687218","0.004381359230687218"
"1589","0.004333854459709004","0.004333854459709004","0.004333854459709004","0","0","0","0.004368215152995156","0.004368215152995156","0.004368215152995156"
"1590","0.0043208528963298775","0.0043208528963298775","0.0043208528963298775","0","0","0","0.004355110507536171","0.004355110507536171","0.004355110507536171"
"1591","0.004307890337640888","0.004307890337640888","0.004307890337640888","0","0","0","0.004342045176013562","0.004342045176013562","0.004342045176013562"
"1592","0.004294966666627965","0.004294966666627965","0.004294966666627965","0","0","0","0.004329019040485522","0.004329019040485522","0.004329019040485522"
"1593","0.004282081766628081","0.004282081766628081","0.004282081766628081","0","0","0","0.004316031983364065","0.004316031983364065","0.004316031983364065"
"1594","0.004269235521328197","0.004269235521328197","0.004269235521328197","0","0","0","0.004303083887413973","0.004303083887413973","0.004303083887413973"
"1595","0.004256427814764213","0.004256427814764213","0.004256427814764213","0","0","0","0.0042901746357517315","0.0042901746357517315","0.0042901746357517315"
"1596","0.00424365853131992","0.00424365853131992","0.00424365853131992","0","0","0","0.004277304111844476","0.004277304111844476","0.004277304111844476"
"1597","0.004230927555725961","0.004230927555725961","0.004230927555725961","0","0","0","0.004264472199508943","0.004264472199508943","0.004264472199508943"
"1598","0.004218234773058783","0.004218234773058783","0.004218234773058783","0","0","0","0.004251678782910416","0.004251678782910416","0.004251678782910416"
"1599","0.0042055800687396065","0.0042055800687396065","0.0042055800687396065","0","0","0","0.004238923746561685","0.004238923746561685","0.004238923746561685"
"1600","0.004192963328533387","0.004192963328533387","0.004192963328533387","0","0","0","0.004226206975322","0.004226206975322","0.004226206975322"
"1601","0.004180384438547787","0.004180384438547787","0.004180384438547787","0","0","0","0.004213528354396034","0.004213528354396034","0.004213528354396034"
"1602","0.0041678432852321435","0.0041678432852321435","0.0041678432852321435","0","0","0","0.004200887769332845","0.004200887769332845","0.004200887769332845"
"1603","0.004155339755376447","0.004155339755376447","0.004155339755376447","0","0","0","0.004188285106024847","0.004188285106024847","0.004188285106024847"
"1604","0.004142873736110318","0.004142873736110318","0.004142873736110318","0","0","0","0.004175720250706772","0.004175720250706772","0.004175720250706772"
"1605","0.004130445114901986","0.004130445114901986","0.004130445114901986","0","0","0","0.004163193089954652","0.004163193089954652","0.004163193089954652"
"1606","0.004118053779557281","0.004118053779557281","0.004118053779557281","0","0","0","0.004150703510684788","0.004150703510684788","0.004150703510684788"
"1607","0.004105699618218609","0.004105699618218609","0.004105699618218609","0","0","0","0.004138251400152734","0.004138251400152734","0.004138251400152734"
"1608","0.004093382519363953","0.004093382519363953","0.004093382519363953","0","0","0","0.004125836645952276","0.004125836645952276","0.004125836645952276"
"1609","0.004081102371805862","0.004081102371805862","0.004081102371805862","0","0","0","0.004113459136014419","0.004113459136014419","0.004113459136014419"
"1610","0.004068859064690444","0.004068859064690444","0.004068859064690444","0","0","0","0.004101118758606376","0.004101118758606376","0.004101118758606376"
"1611","0.004056652487496373","0.004056652487496373","0.004056652487496373","0","0","0","0.004088815402330557","0.004088815402330557","0.004088815402330557"
"1612","0.004044482530033884","0.004044482530033884","0.004044482530033884","0","0","0","0.004076548956123565","0.004076548956123565","0.004076548956123565"
"1613","0.004032349082443783","0.004032349082443783","0.004032349082443783","0","0","0","0.004064319309255195","0.004064319309255195","0.004064319309255195"
"1614","0.004020252035196452","0.004020252035196452","0.004020252035196452","0","0","0","0.0040521263513274295","0.0040521263513274295","0.0040521263513274295"
"1615","0.004008191279090863","0.004008191279090863","0.004008191279090863","0","0","0","0.0040399699722734475","0.0040399699722734475","0.0040399699722734475"
"1616","0.0039961667052535906","0.0039961667052535906","0.0039961667052535906","0","0","0","0.004027850062356627","0.004027850062356627","0.004027850062356627"
"1617","0.00398417820513783","0.00398417820513783","0.00398417820513783","0","0","0","0.004015766512169557","0.004015766512169557","0.004015766512169557"
"1618","0.0039722256705224165","0.0039722256705224165","0.0039722256705224165","0","0","0","0.0040037192126330485","0.0040037192126330485","0.0040037192126330485"
"1619","0.003960308993510849","0.003960308993510849","0.003960308993510849","0","0","0","0.003991708054995149","0.003991708054995149","0.003991708054995149"
"1620","0.003948428066530316","0.003948428066530316","0.003948428066530316","0","0","0","0.0039797329308301635","0.0039797329308301635","0.0039797329308301635"
"1621","0.0039365827823307255","0.0039365827823307255","0.0039365827823307255","0","0","0","0.003967793732037673","0.003967793732037673","0.003967793732037673"
"1622","0.003924773033983734","0.003924773033983734","0.003924773033983734","0","0","0","0.003955890350841561","0.003955890350841561","0.003955890350841561"
"1623","0.003912998714881782","0.003912998714881782","0.003912998714881782","0","0","0","0.003944022679789036","0.003944022679789036","0.003944022679789036"
"1624","0.003901259718737137","0.003901259718737137","0.003901259718737137","0","0","0","0.003932190611749669","0.003932190611749669","0.003932190611749669"
"1625","0.0038895559395809255","0.0038895559395809255","0.0038895559395809255","0","0","0","0.00392039403991442","0.00392039403991442","0.00392039403991442"
"1626","0.0038778872717621826","0.0038778872717621826","0.0038778872717621826","0","0","0","0.003908632857794676","0.003908632857794676","0.003908632857794676"
"1627","0.003866253609946896","0.003866253609946896","0.003866253609946896","0","0","0","0.003896906959221292","0.003896906959221292","0.003896906959221292"
"1628","0.003854654849117055","0.003854654849117055","0.003854654849117055","0","0","0","0.003885216238343628","0.003885216238343628","0.003885216238343628"
"1629","0.003843090884569704","0.003843090884569704","0.003843090884569704","0","0","0","0.003873560589628597","0.003873560589628597","0.003873560589628597"
"1630","0.0038315616119159947","0.0038315616119159947","0.0038315616119159947","0","0","0","0.0038619399078597114","0.0038619399078597114","0.0038619399078597114"
"1631","0.0038200669270802468","0.0038200669270802468","0.0038200669270802468","0","0","0","0.0038503540881361323","0.0038503540881361323","0.0038503540881361323"
"1632","0.003808606726299006","0.003808606726299006","0.003808606726299006","0","0","0","0.003838803025871724","0.003838803025871724","0.003838803025871724"
"1633","0.0037971809061201093","0.0037971809061201093","0.0037971809061201093","0","0","0","0.003827286616794109","0.003827286616794109","0.003827286616794109"
"1634","0.003785789363401749","0.003785789363401749","0.003785789363401749","0","0","0","0.0038158047569437263","0.0038158047569437263","0.0038158047569437263"
"1635","0.003774431995311544","0.003774431995311544","0.003774431995311544","0","0","0","0.0038043573426728952","0.0038043573426728952","0.0038043573426728952"
"1636","0.0037631086993256094","0.0037631086993256094","0.0037631086993256094","0","0","0","0.0037929442706448767","0.0037929442706448767","0.0037929442706448767"
"1637","0.0037518193732276324","0.0037518193732276324","0.0037518193732276324","0","0","0","0.003781565437832942","0.003781565437832942","0.003781565437832942"
"1638","0.0037405639151079496","0.0037405639151079496","0.0037405639151079496","0","0","0","0.003770220741519443","0.003770220741519443","0.003770220741519443"
"1639","0.0037293422233626258","0.0037293422233626258","0.0037293422233626258","0","0","0","0.0037589100792948847","0.0037589100792948847","0.0037589100792948847"
"1640","0.0037181541966925377","0.0037181541966925377","0.0037181541966925377","0","0","0","0.003747633349057","0.003747633349057","0.003747633349057"
"1641","0.00370699973410246","0.00370699973410246","0.00370699973410246","0","0","0","0.003736390449009829","0.003736390449009829","0.003736390449009829"
"1642","0.0036958787349001525","0.0036958787349001525","0.0036958787349001525","0","0","0","0.0037251812776627996","0.0037251812776627996","0.0037251812776627996"
"1643","0.003684791098695452","0.003684791098695452","0.003684791098695452","0","0","0","0.003714005733829811","0.003714005733829811","0.003714005733829811"
"1644","0.003673736725399366","0.003673736725399366","0.003673736725399366","0","0","0","0.0037028637166283216","0.0037028637166283216","0.0037028637166283216"
"1645","0.003662715515223168","0.003662715515223168","0.003662715515223168","0","0","0","0.003691755125478437","0.003691755125478437","0.003691755125478437"
"1646","0.0036517273686774983","0.0036517273686774983","0.0036517273686774983","0","0","0","0.0036806798601020014","0.0036806798601020014","0.0036806798601020014"
"1647","0.0036407721865714658","0.0036407721865714658","0.0036407721865714658","0","0","0","0.003669637820521695","0.003669637820521695","0.003669637820521695"
"1648","0.0036298498700117515","0.0036298498700117515","0.0036298498700117515","0","0","0","0.0036586289070601303","0.0036586289070601303","0.0036586289070601303"
"1649","0.003618960320401716","0.003618960320401716","0.003618960320401716","0","0","0","0.00364765302033895","0.00364765302033895","0.00364765302033895"
"1650","0.003608103439440511","0.003608103439440511","0.003608103439440511","0","0","0","0.0036367100612779333","0.0036367100612779333","0.0036367100612779333"
"1651","0.0035972791291221896","0.0035972791291221896","0.0035972791291221896","0","0","0","0.0036257999310940993","0.0036257999310940993","0.0036257999310940993"
"1652","0.003586487291734823","0.003586487291734823","0.003586487291734823","0","0","0","0.003614922531300817","0.003614922531300817","0.003614922531300817"
"1653","0.0035757278298596184","0.0035757278298596184","0.0035757278298596184","0","0","0","0.003604077763706915","0.003604077763706915","0.003604077763706915"
"1654","0.0035650006463700395","0.0035650006463700395","0.0035650006463700395","0","0","0","0.003593265530415794","0.003593265530415794","0.003593265530415794"
"1655","0.0035543056444309294","0.0035543056444309294","0.0035543056444309294","0","0","0","0.003582485733824547","0.003582485733824547","0.003582485733824547"
"1656","0.0035436427274976364","0.0035436427274976364","0.0035436427274976364","0","0","0","0.0035717382766230735","0.0035717382766230735","0.0035717382766230735"
"1657","0.0035330117993151436","0.0035330117993151436","0.0035330117993151436","0","0","0","0.003561023061793204","0.003561023061793204","0.003561023061793204"
"1658","0.003522412763917198","0.003522412763917198","0.003522412763917198","0","0","0","0.0035503399926078245","0.0035503399926078245","0.0035503399926078245"
"1659","0.0035118455256254464","0.0035118455256254464","0.0035118455256254464","0","0","0","0.003539688972630001","0.003539688972630001","0.003539688972630001"
"1660","0.0035013099890485702","0.0035013099890485702","0.0035013099890485702","0","0","0","0.003529069905712111","0.003529069905712111","0.003529069905712111"
"1661","0.0034908060590814246","0.0034908060590814246","0.0034908060590814246","0","0","0","0.0035184826959949746","0.0035184826959949746","0.0035184826959949746"
"1662","0.0034803336409041804","0.0034803336409041804","0.0034803336409041804","0","0","0","0.0035079272479069897","0.0035079272479069897","0.0035079272479069897"
"1663","0.003469892639981468","0.003469892639981468","0.003469892639981468","0","0","0","0.0034974034661632686","0.0034974034661632686","0.0034974034661632686"
"1664","0.0034594829620615236","0.0034594829620615236","0.0034594829620615236","0","0","0","0.003486911255764779","0.003486911255764779","0.003486911255764779"
"1665","0.003449104513175339","0.003449104513175339","0.003449104513175339","0","0","0","0.0034764505219974846","0.0034764505219974846","0.0034764505219974846"
"1666","0.0034387571996358133","0.0034387571996358133","0.0034387571996358133","0","0","0","0.003466021170431492","0.003466021170431492","0.003466021170431492"
"1667","0.0034284409280369056","0.0034284409280369056","0.0034284409280369056","0","0","0","0.0034556231069201976","0.0034556231069201976","0.0034556231069201976"
"1668","0.003418155605252795","0.003418155605252795","0.003418155605252795","0","0","0","0.003445256237599437","0.003445256237599437","0.003445256237599437"
"1669","0.0034079011384370366","0.0034079011384370366","0.0034079011384370366","0","0","0","0.0034349204688866384","0.0034349204688866384","0.0034349204688866384"
"1670","0.0033976774350217257","0.0033976774350217257","0.0033976774350217257","0","0","0","0.0034246157074799785","0.0034246157074799785","0.0034246157074799785"
"1671","0.0033874844027166604","0.0033874844027166604","0.0033874844027166604","0","0","0","0.0034143418603575387","0.0034143418603575387","0.0034143418603575387"
"1672","0.0033773219495085104","0.0033773219495085104","0.0033773219495085104","0","0","0","0.003404098834776466","0.003404098834776466","0.003404098834776466"
"1673","0.0033671899836599847","0.0033671899836599847","0.0033671899836599847","0","0","0","0.003393886538272137","0.003393886538272137","0.003393886538272137"
"1674","0.003357088413709005","0.003357088413709005","0.003357088413709005","0","0","0","0.0033837048786573205","0.0033837048786573205","0.0033837048786573205"
"1675","0.0033470171484678776","0.0033470171484678776","0.0033470171484678776","0","0","0","0.0033735537640213484","0.0033735537640213484","0.0033735537640213484"
"1676","0.003336976097022474","0.003336976097022474","0.003336976097022474","0","0","0","0.003363433102729284","0.003363433102729284","0.003363433102729284"
"1677","0.0033269651687314068","0.0033269651687314068","0.0033269651687314068","0","0","0","0.003353342803421096","0.003353342803421096","0.003353342803421096"
"1678","0.0033169842732252127","0.0033169842732252127","0.0033169842732252127","0","0","0","0.003343282775010833","0.003343282775010833","0.003343282775010833"
"1679","0.003307033320405537","0.003307033320405537","0.003307033320405537","0","0","0","0.0033332529266858002","0.0033332529266858002","0.0033332529266858002"
"1680","0.0032971122204443204","0.0032971122204443204","0.0032971122204443204","0","0","0","0.0033232531679057427","0.0033232531679057427","0.0033232531679057427"
"1681","0.0032872208837829873","0.0032872208837829873","0.0032872208837829873","0","0","0","0.0033132834084020255","0.0033132834084020255","0.0033132834084020255"
"1682","0.0032773592211316383","0.0032773592211316383","0.0032773592211316383","0","0","0","0.0033033435581768193","0.0033033435581768193","0.0033033435581768193"
"1683","0.0032675271434682435","0.0032675271434682435","0.0032675271434682435","0","0","0","0.003293433527502289","0.003293433527502289","0.003293433527502289"
"1684","0.0032577245620378386","0.0032577245620378386","0.0032577245620378386","0","0","0","0.0032835532269197823","0.0032835532269197823","0.0032835532269197823"
"1685","0.003247951388351725","0.003247951388351725","0.003247951388351725","0","0","0","0.003273702567239023","0.003273702567239023","0.003273702567239023"
"1686","0.00323820753418667","0.00323820753418667","0.00323820753418667","0","0","0","0.003263881459537306","0.003263881459537306","0.003263881459537306"
"1687","0.00322849291158411","0.00322849291158411","0.00322849291158411","0","0","0","0.003254089815158694","0.003254089815158694","0.003254089815158694"
"1688","0.0032188074328493577","0.0032188074328493577","0.0032188074328493577","0","0","0","0.003244327545713218","0.003244327545713218","0.003244327545713218"
"1689","0.0032091510105508097","0.0032091510105508097","0.0032091510105508097","0","0","0","0.0032345945630760783","0.0032345945630760783","0.0032345945630760783"
"1690","0.0031995235575191573","0.0031995235575191573","0.0031995235575191573","0","0","0","0.00322489077938685","0.00322489077938685","0.00322489077938685"
"1691","0.0031899249868466","0.0031899249868466","0.0031899249868466","0","0","0","0.0032152161070486893","0.0032152161070486893","0.0032152161070486893"
"1692","0.00318035521188606","0.00318035521188606","0.00318035521188606","0","0","0","0.0032055704587275434","0.0032055704587275434","0.0032055704587275434"
"1693","0.003170814146250402","0.003170814146250402","0.003170814146250402","0","0","0","0.0031959537473513606","0.0031959537473513606","0.0031959537473513606"
"1694","0.003161301703811651","0.003161301703811651","0.003161301703811651","0","0","0","0.0031863658861093066","0.0031863658861093066","0.0031863658861093066"
"1695","0.003151817798700216","0.003151817798700216","0.003151817798700216","0","0","0","0.003176806788450979","0.003176806788450979","0.003176806788450979"
"1696","0.0031423623453041153","0.0031423623453041153","0.0031423623453041153","0","0","0","0.003167276368085626","0.003167276368085626","0.003167276368085626"
"1697","0.0031329352582682027","0.0031329352582682027","0.0031329352582682027","0","0","0","0.003157774538981369","0.003157774538981369","0.003157774538981369"
"1698","0.003123536452493398","0.003123536452493398","0.003123536452493398","0","0","0","0.0031483012153644247","0.0031483012153644247","0.0031483012153644247"
"1699","0.0031141658431359178","0.0031141658431359178","0.0031141658431359178","0","0","0","0.0031388563117183315","0.0031388563117183315","0.0031388563117183315"
