"Step","env_id: MNISTBandit-v0 - regret","env_id: MNISTBandit-v0 - regret__MIN","env_id: MNISTBandit-v0 - regret__MAX"
"1697","308.9655172413793","176","372"
"1698","308.9655172413793","176","372"
"1699","308.9655172413793","176","372"
"1700","308.9655172413793","176","372"
"1701","308.9655172413793","176","372"
"1702","308.9655172413793","176","372"
"1703","308.9655172413793","176","372"
"1704","308.9655172413793","176","372"
"1705","308.9655172413793","176","372"
"1706","308.9655172413793","176","372"
"1707","308.9655172413793","176","372"
"1708","308.9655172413793","176","372"
"1709","308.9655172413793","176","372"
"1710","308.9655172413793","176","372"
"1711","308.9655172413793","176","372"
"1712","308.9655172413793","176","372"
"1713","308.9655172413793","176","372"
"1714","308.9655172413793","176","372"
"1715","308.9655172413793","176","372"
"1716","308.9655172413793","176","372"
"1717","308.9655172413793","176","372"
"1718","308.9655172413793","176","372"
"1719","308.9655172413793","176","372"
"1720","308.9655172413793","176","372"
"1721","308.9655172413793","176","372"
"1722","308.9655172413793","176","372"
"1723","308.9655172413793","176","372"
"1724","308.9655172413793","176","372"
"1725","308.9655172413793","176","372"
"1726","308.9655172413793","176","372"
"1727","308.9655172413793","176","372"
"1728","308.9655172413793","176","372"
"1729","308.9655172413793","176","372"
"1730","308.9655172413793","176","372"
"1731","308.9655172413793","176","372"
"1732","308.9655172413793","176","372"
"1733","308.9655172413793","176","372"
"1734","308.9655172413793","176","372"
"1735","308.9655172413793","176","372"
"1736","308.9655172413793","176","372"
"1737","308.9655172413793","176","372"
"1738","308.9655172413793","176","372"
"1739","308.9655172413793","176","372"
"1740","308.9655172413793","176","372"
"1741","308.9655172413793","176","372"
"1742","308.9655172413793","176","372"
"1743","308.9655172413793","176","372"
"1744","308.9655172413793","176","372"
"1745","308.9655172413793","176","372"
"1746","308.9655172413793","176","372"
"1747","308.9655172413793","176","372"
"1748","308.9655172413793","176","372"
"1749","308.9655172413793","176","372"
"1750","308.9655172413793","176","372"
"1751","308.9655172413793","176","372"
"1752","308.9655172413793","176","372"
"1753","308.9655172413793","176","372"
"1754","308.9655172413793","176","372"
"1755","308.9655172413793","176","372"
"1756","308.9655172413793","176","372"
"1757","308.9655172413793","176","372"
"1758","308.9655172413793","176","372"
"1759","308.9655172413793","176","372"
"1760","308.9655172413793","176","372"
"1761","308.9655172413793","176","372"
"1762","308.9655172413793","176","372"
"1763","308.9655172413793","176","372"
"1764","308.9655172413793","176","372"
"1765","308.9655172413793","176","372"
"1766","308.9655172413793","176","372"
"1767","308.9655172413793","176","372"
"1768","308.9655172413793","176","372"
"1769","308.9655172413793","176","372"
"1770","308.9655172413793","176","372"
"1771","308.9655172413793","176","372"
"1772","308.9655172413793","176","372"
"1773","308.9655172413793","176","372"
"1774","308.9655172413793","176","372"
"1775","308.9655172413793","176","372"
"1776","308.9655172413793","176","372"
"1777","308.9655172413793","176","372"
"1778","308.9655172413793","176","372"
"1779","308.9655172413793","176","372"
"1780","308.9655172413793","176","372"
"1781","308.9655172413793","176","372"
"1782","308.9655172413793","176","372"
"1783","308.9655172413793","176","372"
"1784","308.9655172413793","176","372"
"1785","308.9655172413793","176","372"
"1786","308.9655172413793","176","372"
"1787","308.9655172413793","176","372"
"1788","308.9655172413793","176","372"
"1789","308.9655172413793","176","372"
"1790","308.9655172413793","176","372"
"1791","308.9655172413793","176","372"
"1792","308.9655172413793","176","372"
"1793","308.9655172413793","176","372"
"1794","308.9655172413793","176","372"
"1795","308.9655172413793","176","372"
"1796","308.9655172413793","176","372"
"1797","308.9655172413793","176","372"
"1798","308.9655172413793","176","372"
"1799","308.9655172413793","176","372"
"1800","308.9655172413793","176","372"
"1801","308.9655172413793","176","372"
"1802","308.9655172413793","176","372"
"1803","308.9655172413793","176","372"
"1804","308.9655172413793","176","372"
"1805","308.9655172413793","176","372"
"1806","308.9655172413793","176","372"
"1807","308.9655172413793","176","372"
"1808","308.9655172413793","176","372"
"1809","308.9655172413793","176","372"
"1810","308.9655172413793","176","372"
"1811","308.9655172413793","176","372"
"1812","308.9655172413793","176","372"
"1813","308.9655172413793","176","372"
"1814","308.9655172413793","176","372"
"1815","308.9655172413793","176","372"
"1816","308.9655172413793","176","372"
"1817","308.9655172413793","176","372"
"1818","308.9655172413793","176","372"
"1819","308.9655172413793","176","372"
"1820","308.9655172413793","176","372"
"1821","308.9655172413793","176","372"
"1822","308.9655172413793","176","372"
"1823","308.9655172413793","176","372"
"1824","308.9655172413793","176","372"
"1825","308.9655172413793","176","372"
"1826","308.9655172413793","176","372"
"1827","308.9655172413793","176","372"
"1828","308.9655172413793","176","372"
"1829","308.9655172413793","176","372"
"1830","308.9655172413793","176","372"
"1831","308.9655172413793","176","372"
"1832","308.9655172413793","176","372"
"1833","308.9655172413793","176","372"
"1834","308.9655172413793","176","372"
"1835","308.9655172413793","176","372"
"1836","308.9655172413793","176","372"
"1837","308.9655172413793","176","372"
"1838","308.9655172413793","176","372"
"1839","308.9655172413793","176","372"
"1840","308.9655172413793","176","372"
"1841","308.9655172413793","176","372"
"1842","308.9655172413793","176","372"
"1843","308.9655172413793","176","372"
"1844","308.9655172413793","176","372"
"1845","308.9655172413793","176","372"
"1846","308.9655172413793","176","372"
"1847","308.9655172413793","176","372"
"1848","308.9655172413793","176","372"
"1849","308.9655172413793","176","372"
"1850","308.9655172413793","176","372"
"1851","308.9655172413793","176","372"
"1852","308.9655172413793","176","372"
"1853","308.9655172413793","176","372"
"1854","308.9655172413793","176","372"
"1855","308.9655172413793","176","372"
"1856","308.9655172413793","176","372"
"1857","308.9655172413793","176","372"
"1858","308.9655172413793","176","372"
"1859","308.9655172413793","176","372"
"1860","308.9655172413793","176","372"
"1861","308.9655172413793","176","372"
"1862","308.9655172413793","176","372"
"1863","308.9655172413793","176","372"
"1864","308.9655172413793","176","372"
"1865","308.9655172413793","176","372"
"1866","308.9655172413793","176","372"
"1867","308.9655172413793","176","372"
"1868","308.9655172413793","176","372"
"1869","308.9655172413793","176","372"
"1870","308.9655172413793","176","372"
"1871","308.9655172413793","176","372"
"1872","308.9655172413793","176","372"
"1873","308.9655172413793","176","372"
"1874","308.9655172413793","176","372"
"1875","308.9655172413793","176","372"
"1876","308.9655172413793","176","372"
"1877","308.9655172413793","176","372"
"1878","308.9655172413793","176","372"
"1879","308.9655172413793","176","372"
"1880","308.9655172413793","176","372"
"1881","308.9655172413793","176","372"
"1882","308.9655172413793","176","372"
"1883","308.9655172413793","176","372"
"1884","308.9655172413793","176","372"
"1885","308.9655172413793","176","372"
"1886","308.9655172413793","176","372"
"1887","308.9655172413793","176","372"
"1888","308.9655172413793","176","372"
"1889","308.9655172413793","176","372"
"1890","308.9655172413793","176","372"
"1891","308.9655172413793","176","372"
"1892","308.9655172413793","176","372"
"1893","308.9655172413793","176","372"
"1894","308.9655172413793","176","372"
"1895","308.9655172413793","176","372"
"1896","308.9655172413793","176","372"
"1897","308.9655172413793","176","372"
"1898","308.9655172413793","176","372"
"1899","308.9655172413793","176","372"
"1900","308.9655172413793","176","372"
"1901","308.9655172413793","176","372"
"1902","308.9655172413793","176","372"
"1903","308.9655172413793","176","372"
"1904","308.9655172413793","176","372"
"1905","308.9655172413793","176","372"
"1906","308.9655172413793","176","372"
"1907","308.9655172413793","176","372"
"1908","308.9655172413793","176","372"
"1909","308.9655172413793","176","372"
"1910","308.9655172413793","176","372"
"1911","308.9655172413793","176","372"
"1912","308.9655172413793","176","372"
"1913","308.9655172413793","176","372"
"1914","308.9655172413793","176","372"
"1915","308.9655172413793","176","372"
"1916","308.9655172413793","176","372"
"1917","308.9655172413793","176","372"
"1918","308.9655172413793","176","372"
"1919","308.9655172413793","176","372"
"1920","308.9655172413793","176","372"
"1921","308.9655172413793","176","372"
"1922","308.9655172413793","176","372"
"1923","308.9655172413793","176","372"
"1924","308.9655172413793","176","372"
"1925","308.9655172413793","176","372"
"1926","308.9655172413793","176","372"
"1927","308.9655172413793","176","372"
"1928","308.9655172413793","176","372"
"1929","308.9655172413793","176","372"
"1930","308.9655172413793","176","372"
"1931","308.9655172413793","176","372"
"1932","308.9655172413793","176","372"
"1933","308.9655172413793","176","372"
"1934","308.9655172413793","176","372"
"1935","308.9655172413793","176","372"
"1936","308.9655172413793","176","372"
"1937","308.9655172413793","176","372"
"1938","308.9655172413793","176","372"
"1939","308.9655172413793","176","372"
"1940","308.9655172413793","176","372"
"1941","308.9655172413793","176","372"
"1942","308.9655172413793","176","372"
"1943","308.9655172413793","176","372"
"1944","308.9655172413793","176","372"
"1945","308.9655172413793","176","372"
"1946","308.9655172413793","176","372"
"1947","308.9655172413793","176","372"
"1948","308.9655172413793","176","372"
"1949","308.9655172413793","176","372"
"1950","308.9655172413793","176","372"
"1951","308.9655172413793","176","372"
"1952","308.9655172413793","176","372"
"1953","308.9655172413793","176","372"
"1954","308.9655172413793","176","372"
"1955","308.9655172413793","176","372"
"1956","308.9655172413793","176","372"
"1957","308.9655172413793","176","372"
"1958","308.9655172413793","176","372"
"1959","308.9655172413793","176","372"
"1960","308.9655172413793","176","372"
"1961","308.9655172413793","176","372"
"1962","308.9655172413793","176","372"
"1963","308.9655172413793","176","372"
"1964","308.9655172413793","176","372"
"1965","308.9655172413793","176","372"
"1966","308.9655172413793","176","372"
"1967","308.9655172413793","176","372"
"1968","308.9655172413793","176","372"
"1969","308.9655172413793","176","372"
"1970","308.9655172413793","176","372"
"1971","308.9655172413793","176","372"
"1972","308.9655172413793","176","372"
"1973","308.9655172413793","176","372"
"1974","308.9655172413793","176","372"
"1975","308.9655172413793","176","372"
"1976","308.9655172413793","176","372"
"1977","308.9655172413793","176","372"
"1978","308.9655172413793","176","372"
"1979","308.9655172413793","176","372"
"1980","308.9655172413793","176","372"
"1981","308.9655172413793","176","372"
"1982","308.9655172413793","176","372"
"1983","308.9655172413793","176","372"
"1984","308.9655172413793","176","372"
"1985","308.9655172413793","176","372"
"1986","308.9655172413793","176","372"
"1987","308.9655172413793","176","372"
"1988","308.9655172413793","176","372"
"1989","308.9655172413793","176","372"
"1990","308.9655172413793","176","372"
"1991","308.9655172413793","176","372"
"1992","308.9655172413793","176","372"
"1993","308.9655172413793","176","372"
"1994","308.9655172413793","176","372"
"1995","308.9655172413793","176","372"
"1996","308.9655172413793","176","372"
"1997","308.9655172413793","176","372"
"1998","308.9655172413793","176","372"
"1999","308.9655172413793","176","372"
"2000","308.9655172413793","176","372"
