"Name","batch_size","mean_regret","seed","env_id","memory_size","_wandb"
"conbandit_combi1_0__3__2025-06-18_12-19","50","62.810882568359375","3","NNBandit-v0","500",""
"conbandit_combi1_0__2__2025-06-18_12-19","50","39.95989990234375","2","NNBandit-v0","500",""
"conbandit_combi1_0__1__2025-06-18_12-18","50","26.594528198242188","1","NNBandit-v0","500",""
"conbandit_combi1_0__0__2025-06-18_12-18","50","35.1074333190918","0","NNBandit-v0","500",""
"conbandit_combi1_0__5__2025-06-18_12-13","50","59.708510950525906","5","ContextualBandit-v2","500",""
"conbandit_combi1_0__4__2025-06-18_12-13","50","189.72095327800815","4","ContextualBandit-v2","500",""
"conbandit_combi1_0__3__2025-06-18_12-13","50","48.85975969875009","3","ContextualBandit-v2","500",""
"conbandit_combi1_0__2__2025-06-18_12-12","50","55.79859688725324","2","ContextualBandit-v2","500",""
"conbandit_combi1_0__1__2025-06-18_12-12","50","74.91967702818694","1","ContextualBandit-v2","500",""
"conbandit_combi1_0__0__2025-06-18_12-12","50","24.31340664031734","0","ContextualBandit-v2","500",""
"conbandit_combi1_0__5__2025-06-18_12-08","30","28.0293025970459","5","NNBandit-v0","500",""
"conbandit_combi1_0__4__2025-06-18_12-08","30","43.866241455078125","4","NNBandit-v0","500",""
"conbandit_combi1_0__3__2025-06-18_12-08","30","56.06791687011719","3","NNBandit-v0","500",""
"conbandit_combi1_0__2__2025-06-18_12-08","30","29.14575958251953","2","NNBandit-v0","500",""
"conbandit_combi1_0__1__2025-06-18_12-08","30","24.298582077026367","1","NNBandit-v0","500",""
"conbandit_combi1_0__0__2025-06-18_12-07","30","33.66211700439453","0","NNBandit-v0","500",""
"conbandit_combi1_0__5__2025-06-18_12-02","30","57.266027535962294","5","ContextualBandit-v2","500",""
"conbandit_combi1_0__4__2025-06-18_12-02","30","185.47888265786003","4","ContextualBandit-v2","500",""
"conbandit_combi1_0__3__2025-06-18_12-02","30","59.86878115855258","3","ContextualBandit-v2","500",""
"conbandit_combi1_0__2__2025-06-18_12-02","30","59.55273927579262","2","ContextualBandit-v2","500",""
"conbandit_combi1_0__1__2025-06-18_12-01","30","70.96409448118018","1","ContextualBandit-v2","500",""
"conbandit_combi1_0__0__2025-06-18_12-01","30","22.772936551276068","0","ContextualBandit-v2","500",""
"conbandit_combi1_0__5__2025-06-18_11-57","20","25.79391288757324","5","NNBandit-v0","500",""
"conbandit_combi1_0__4__2025-06-18_11-57","20","43.41598129272461","4","NNBandit-v0","500",""
"conbandit_combi1_0__3__2025-06-18_11-56","20","48.37824249267578","3","NNBandit-v0","500",""
"conbandit_combi1_0__2__2025-06-18_11-56","20","26.162851333618164","2","NNBandit-v0","500",""
"conbandit_combi1_0__1__2025-06-18_11-56","20","23.675512313842773","1","NNBandit-v0","500",""
"conbandit_combi1_0__0__2025-06-18_11-56","20","34.19013214111328","0","NNBandit-v0","500",""
"conbandit_combi1_0__5__2025-06-18_11-51","20","58.042044480876","5","ContextualBandit-v2","500",""
"conbandit_combi1_0__4__2025-06-18_11-51","20","182.57438014509856","4","ContextualBandit-v2","500",""
"conbandit_combi1_0__3__2025-06-18_11-50","20","59.14199069536889","3","ContextualBandit-v2","500",""
"conbandit_combi1_0__2__2025-06-18_11-50","20","53.10224525501359","2","ContextualBandit-v2","500",""
"conbandit_combi1_0__1__2025-06-18_11-50","20","80.26927250659826","1","ContextualBandit-v2","500",""
"conbandit_combi1_0__0__2025-06-18_11-50","20","20.76394456032694","0","ContextualBandit-v2","500",""
"conbandit_combi1_0__5__2025-06-18_11-45","10","23.67145347595215","5","NNBandit-v0","500",""
"conbandit_combi1_0__4__2025-06-18_11-45","10","39.34953308105469","4","NNBandit-v0","500",""
"conbandit_combi1_0__3__2025-06-18_11-45","10","53.65035629272461","3","NNBandit-v0","500",""
"conbandit_combi1_0__2__2025-06-18_11-45","10","23.575769424438477","2","NNBandit-v0","500",""
"conbandit_combi1_0__1__2025-06-18_11-44","10","19.716249465942383","1","NNBandit-v0","500",""
"conbandit_combi1_0__0__2025-06-18_11-44","10","36.649078369140625","0","NNBandit-v0","500",""
"conbandit_combi1_0__5__2025-06-18_11-39","10","50.84239363961127","5","ContextualBandit-v2","500",""
"conbandit_combi1_0__4__2025-06-18_11-39","10","189.6397473835361","4","ContextualBandit-v2","500",""
"conbandit_combi1_0__3__2025-06-18_11-39","10","63.5088550315753","3","ContextualBandit-v2","500",""
"conbandit_combi1_0__2__2025-06-18_11-38","10","53.04575150757846","2","ContextualBandit-v2","500",""
"conbandit_combi1_0__1__2025-06-18_11-38","10","75.91719177831472","1","ContextualBandit-v2","500",""
"conbandit_combi1_0__0__2025-06-18_11-38","10","23.21837404715703","0","ContextualBandit-v2","500",""
"conbandit_combi1_0__5__2025-06-18_11-33","5","26.66435432434082","5","NNBandit-v0","500",""
"conbandit_combi1_0__4__2025-06-18_11-32","5","43.31575393676758","4","NNBandit-v0","500",""
"conbandit_combi1_0__3__2025-06-18_11-32","5","59.558860778808594","3","NNBandit-v0","500",""
"conbandit_combi1_0__2__2025-06-18_11-32","5","29.23482131958008","2","NNBandit-v0","500",""
"conbandit_combi1_0__1__2025-06-18_11-32","5","20.125307083129883","1","NNBandit-v0","500",""
"conbandit_combi1_0__0__2025-06-18_11-31","5","43.26531600952149","0","NNBandit-v0","500",""
"conbandit_combi1_0__5__2025-06-18_11-26","5","58.86759839868438","5","ContextualBandit-v2","500",""
"conbandit_combi1_0__4__2025-06-18_11-26","5","189.35334323583177","4","ContextualBandit-v2","500",""
"conbandit_combi1_0__3__2025-06-18_11-26","5","62.40921276633337","3","ContextualBandit-v2","500",""
"conbandit_combi1_0__2__2025-06-18_11-26","5","54.16552373826178","2","ContextualBandit-v2","500",""
"conbandit_combi1_0__1__2025-06-18_11-25","5","65.8222806305611","1","ContextualBandit-v2","500",""
"conbandit_combi1_0__0__2025-06-18_11-25","5","31.104663446902215","0","ContextualBandit-v2","500",""
"conbandit_combi1_0__5__2025-06-18_11-21","2","33.1162109375","5","NNBandit-v0","500",""
"conbandit_combi1_0__4__2025-06-18_11-21","2","64.90203094482422","4","NNBandit-v0","500",""
"conbandit_combi1_0__3__2025-06-18_11-21","2","74.10383605957031","3","NNBandit-v0","500",""
"conbandit_combi1_0__2__2025-06-18_11-20","2","44.173683166503906","2","NNBandit-v0","500",""
"conbandit_combi1_0__1__2025-06-18_11-20","2","29.182249069213867","1","NNBandit-v0","500",""
"conbandit_combi1_0__0__2025-06-18_11-20","2","63.76152801513672","0","NNBandit-v0","500",""
"conbandit_combi1_0__5__2025-06-18_11-15","2","67.66444263271232","5","ContextualBandit-v2","500",""
"conbandit_combi1_0__4__2025-06-18_11-14","2","199.45051116107172","4","ContextualBandit-v2","500",""
"conbandit_combi1_0__3__2025-06-18_11-14","2","81.25428735517384","3","ContextualBandit-v2","500",""
"conbandit_combi1_0__2__2025-06-18_11-14","2","62.645664266126786","2","ContextualBandit-v2","500",""
"conbandit_combi1_0__1__2025-06-18_11-13","2","76.57525767700278","1","ContextualBandit-v2","500",""
"conbandit_combi1_0__0__2025-06-18_11-13","2","45.76859510418883","0","ContextualBandit-v2","500",""
